NP_type,Coating,core_size_nm,hydro_size_nm,Surf_charge_mV,Surface_area_m2_g,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,Viability
Au,Citrate_based,5.2,220.0,-30.0,,Sphere,20.0,48.0,HEBC3-KT,Human,Lung,Epithelial,Adult,Normal,female,Alamar_Blue,AlamarBlue,other,98.17
IronOxide,PEI,145.8,,17.7,,,0.0,168.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,Live/Dead,Trypan_Blue,meta_oxide,14.24
CdTe,None,3.1,,,,,0.02,120.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,80.43
Nanotubes,None,1.3,,,,,32.08,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,LDH,LDHrelease,nanotubes,89.82
Pt,PVP,4.0,13.5,-8.0,,,0.02,48.0,IMR90,Human,Lung,Fibroblast,neonate,Normal,female,CellTiter_Glo,luciferase,other,54.35
EudragitRL,None,142.0,185.0,56.0,,Sphere,25.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,other,130.38
Au,None,6.3,,,,Sphere,0.3,24.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,NR,toluylene red,other,99.75
TiO2,None,21.0,163.4,,,Sphere,1000.0,48.0,HFL1,Human,Lung,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,meta_oxide,39.11
Au,Citrate_based,20.0,,,,Sphere,50.0,48.0,95D,Human,Lung,Epithelial,Adult,cancer,male,CCK_8,TetrazoliumSalt,other,107.88
CdS,Antibody_based,2.5,,,,,0.04,72.0,SAOS,Human,Bone,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,105.0
Cr,None,30.0,,,,,0.0,96.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,Live/Dead,CalceinAM,other,81.07
Ag,None,66.0,28.41,-33.33,,,0.01,48.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,NR,toluylene red,other,21.89
Dendrimer,None,49.2,,-5.38,,,0.01,48.0,SW480,Human,Colon,Epithelial,Adult,cancer,male,Alamar_Blue,AlamarBlue,other,98.37
IronOxide,OleicAcid,10.9,183.6,-28.5,,Sphere,200.0,6.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,NR,toluylene red,meta_oxide,107.34
Dendrimer,None,,,,,Sphere,147.83,48.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,other,28.01
IronOxide,PEG_based,361.4,,12.1,,,0.0,24.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,LDH,LDHrelease,meta_oxide,85.34
Au,gum_arabic,20.0,,,,,0.0,24.0,CHO_K1,Hamster,Ovary,Epithelial,Adult,Normal,female,NR,toluylene red,other,93.94
Nanotubes,None,68.0,,,,,0.0,96.0,HMM,Human,Blood,Monocyte/Macrophage,Adult,Normal,,MTT,TetrazoliumSalt,nanotubes,83.02
Au,Chitosan,3.7,,33.23,,Rod,,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,other,5.49
Ag,Citrate_based,50.0,,-19.5,,Sphere,12.5,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,other,98.47
CdTe,None,2.9,,,,,0.02,120.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,66.3
Carbon,None,21.0,,,,Sphere,5.0,24.0,Macrophages,Mouse,Peritoneal Cavity,Macrophage,Adult,Normal,,WST-1,TetrazoliumSalt,carbon,99.04
MWCNT,None,50.0,,-7.28,,Needle,50.0,24.0,V79,Hamster,Lung,Fibroblast,Adult,Normal,male,MTS,TetrazoliumSalt,nanotubes,109.09
CdSe,None,7.0,,,,,0.45,72.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,10.42
Pt,PVP,13.5,,-8.0,,Sphere,100.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,CellTiter_Glo,luciferase,other,82.23
Ag,None,29.57,,-27.0,,Sphere,250.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,other,11.24
CdSeTe,None,8.65,,,,,0.03,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,110.0
CdSe,None,5.2,,,,,0.08,3.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,93.91
Ag,None,16.7,,,,Sphere,100.0,24.0,SIRC,Rabbit,Cornea,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,other,72.93
ZnO,None,45.3,310.0,32.7,21.3,,0.01,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,98.18
Au,PEG_based,21.7,,-7.6,,,0.8,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,other,53.66
CdSe,None,5.4,,,,,0.1,24.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTS,TetrazoliumSalt,quantum_dots,136.36
CdSe,None,4.8,,,,,0.1,6.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,96.0
MWCNT,None,28.26,,,235.78,,15.6,48.0,16HBE14,Human,Heart,Epithelial,Young,Normal,male,CellTiter_Glo,luciferase,nanotubes,86.99
SWCNT,None,16.4,,-9.72,,Needle,100.0,24.0,V79,Hamster,Lung,Fibroblast,Adult,Normal,male,MTS,TetrazoliumSalt,nanotubes,96.36
Dendrimer,None,,,,,Sphere,36.96,12.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,other,88.24
ZnO,None,50.0,278.8,-11.5,,Sphere,10.0,24.0,Macrophages,Mouse,Peritoneal Cavity,Macrophage,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,15.15
ZnO,None,100.0,258.55,-9.96,,Sphere,25.0,48.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,meta_oxide,10.08
Au,None,26.5,,-4.52,,Sphere,1.67,72.0,L-02,Human,Liver,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,other,92.75
CdSe,Biotin_based,3.0,,,,,10.35,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,82.0
Au,None,65.0,,-28.05,,Rod,2.0,24.0,CCL-110,Human,Skin,Fibroblast,fetus,Normal,female,MTS,TetrazoliumSalt,other,75.78
Au,None,65.0,,-28.05,,Rod,40.0,24.0,CCL-110,Human,Skin,Fibroblast,fetus,Normal,female,MTS,TetrazoliumSalt,other,90.89
MWCNT,None,17.6,171.4,0.9,,Needle,8.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,CCK_8,TetrazoliumSalt,nanotubes,92.5
CdTe,None,2.2,,,,,12.2,48.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,8.0
TiO2,None,38.0,,,,,0.0,24.0,HAEC,Human,Heart,Endothelial,Adult,Normal,,CellTiter_Glo,luciferase,meta_oxide,81.27
SiO2,None,21.06,,-24.5,,Sphere,200.0,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,50.57
IronOxide,BSA,12.0,,,,,0.18,6.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Alamar_Blue,AlamarBlue,meta_oxide,116.68
CdSe,Trp_based,4.5,,,,,1.28,48.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
Diamond,None,4.0,,-35.6,,Sphere,50.0,2.0,C3A,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,carbon,118.48
Co3O4,None,200.0,,,,,0.0,24.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Live/Dead,Trypan_Blue,meta_oxide,99.42
CdTe,None,4.5,,,,,0.3,168.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,58.3
Carbon,SO3Na,5.9,,,,,0.34,24.0,Neuro­2a,Mouse,Brain,Neural,Adult,cancer,,MTT,TetrazoliumSalt,carbon,102.24
CdSe,Doxorubicin,3.0,,,,,5.0,24.0,A2780,Human,Ovary,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,43.75
CdTe,None,7.0,,,,,2.0,12.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,97.74
Dy2O3,None,37.5,751.7,22.24,,Cubic,12.5,24.0,THP_1,Human,Blood,Macrophage,neonate,cancer,male,MTS,TetrazoliumSalt,meta_oxide,100.19
Dendrimer,None,40.4,,25.25,,Sphere,100.0,24.0,hNPC,Human,Brain,Neural,neonate,Normal,,MTT,TetrazoliumSalt,other,11.54
CdSe,None,4.0,,,,,0.0,72.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,19.2
SiO2,None,8.5,,-27.0,,Sphere,100.0,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,Live/Dead,CalceinAM,meta_oxide,71.73
CdTe,Cystein_based,4.1,,,,,0.76,24.0,Raji,Human,Lymph,Lymphocyte,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,34.91
MWCNT,None,10.33,292.0,-9.09,,Needle,32.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,CCK_8,TetrazoliumSalt,nanotubes,82.02
ZnO,None,45.3,310.0,32.7,21.3,,100.0,24.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,22.54
Ag,None,29.57,,-24.58,,Sphere,1000.0,48.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,other,7.31
Dendrimer,None,,,,,Sphere,18.48,72.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,other,109.8
IronOxide,PEG_based,35.8,,-0.52,,Sphere,3.12,48.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,MTS,TetrazoliumSalt,meta_oxide,97.6
Chitosan,None,360.0,,47.0,,,0.0,24.0,J774,Mouse,Blood,Monocyte/Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,other,97.95
Ag,Citrate_based,50.0,,-21.0,,Sphere,12.5,48.0,HDF,Human,Skin,Fibroblast,Adult,Normal,,MTS,TetrazoliumSalt,other,98.75
IronOxide,PEG_based,361.4,,12.1,,,0.0,72.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,Live/Dead,Trypan_Blue,meta_oxide,55.11
Au,None,18.0,,,,Rod,0.6,24.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,NR,toluylene red,other,90.65
Au,Citrate_based,11.0,27.17,,,,100.0,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,91.67
IronOxide,PEI,145.8,,17.7,,,0.0,72.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,CellTiter_Glo,luciferase,meta_oxide,26.2
ZnO,None,100.0,273.4,-11.7,20.0,,0.0,3.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,meta_oxide,100.27
Pt,None,24.6,,-11.0,,Sphere,180.0,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,NR,toluylene red,other,73.63
Dendrimer,None,49.2,,-5.38,,,0.02,24.0,SW480,Human,Colon,Epithelial,Adult,cancer,male,Alamar_Blue,AlamarBlue,other,96.59
CdSe,PULsin,4.0,,,,,0.2,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,79.0
CdSe,None,5.0,,,,,0.01,2.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,99.0
Liposomes,COOH,144.6,,-19.9,,,0.96,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,Vialight,luciferase,other,127.87
EudragitRL,None,185.0,,56.0,,,0.0,24.0,THP_1,Human,Blood,Macrophage,neonate,cancer,male,Live/Dead,CalceinAM,other,140.3
SiO2,CTAB,90.0,386.9,-35.9,,,0.0,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,95.44
SiO2,None,59.72,,-38.1,,Sphere,10.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,99.76
NiO,None,21.6,346.0,6.9,,Sphere,25.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,NR,toluylene red,meta_oxide,92.71
CeO2,None,18.3,808.5,13.45,,Cubic,50.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,meta_oxide,100.19
CdSe,None,4.5,,,,,0.16,24.0,A375,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,16.22
IronOxide,silica_based,420.7,,-17.65,,Sphere,0.5,48.0,SKOV­3,Human,Ovary,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,meta_oxide,93.14
CdSe,None,9.0,,,,,0.3,24.0,ESC,Mouse,Embryo,Stem-cell,Stem,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,76.67
ZnO,None,100.0,273.4,-11.7,20.0,,15.0,24.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,NR,toluylene red,meta_oxide,100.68
MWCNT,None,12.5,,,177.57,,25.0,72.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,Trypan_Blue,Trypan_Blue,nanotubes,15.03
CdSe,nucleic_acids,7.0,,,,,0.05,48.0,U87,Human,Brain,Epithelial,Adult,cancer,,MTT,TetrazoliumSalt,quantum_dots,23.26
CdSe,Cystein_based,46.7,,,,,0.0,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,96.75
CdO,None,179.3,,,,,0.0,24.0,Neuro­2a,Mouse,Brain,Neural,Adult,cancer,,MTT,TetrazoliumSalt,meta_oxide,2.58
Au,Chitosan,16.0,,33.23,,Rod,,24.0,AGS,Human,Stomach,Epithelial,,cancer,female,MTT,TetrazoliumSalt,other,21.33
CdTe,nucleic_acids,3.85,,,,,2.4,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,40.0
MWCNT,None,12.0,,,189.0,,19.0,48.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Trypan_Blue,Trypan_Blue,nanotubes,111.0
Al2O3,None,46.0,239.0,,,,0.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,LDH,LDHrelease,meta_oxide,33.25
Co,None,17.0,,,,,0.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,ApoTox­Glo_Triplex,Caspase_Glo,other,94.48
Nanotubes,None,18.0,,,,,0.02,96.0,EJ28,Human,Bladder,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,nanotubes,78.81
Ag,None,,,-31.7,,Rod,40.0,96.0,CCL-110,Human,Skin,Fibroblast,fetus,Normal,female,MTS,TetrazoliumSalt,other,109.13
Dendrimer,None,7.0,,,,,15.0,24.0,SK­Mel­28,Human,Skin,Polygonal,Adult,cancer,male,MTT,TetrazoliumSalt,other,34.3
Ag,GSH,6.0,,-50.9,,Sphere,75.0,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,other,16.93
Bi,silica_based,20.0,,,,Sphere,,72.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,Live/Dead,CalceinAM,other,63.21
Pt,Citrate_based,30.0,,,,Sphere,1.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,CCK_8,TetrazoliumSalt,other,89.87
CdTe,DMSA,3.4,,,,,0.55,2.0,LLC­PK1,Pig,Kidney,Epithelial,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,82.89
Pt,Folic_acid_based,12.5,91.3,-40.5,,Sphere,100.0,72.0,IMR90,Human,Lung,Fibroblast,neonate,Normal,female,CellTiter_Glo,luciferase,other,29.67
ZrO2,None,10.0,,-45.5,,Sphere,150.0,24.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,meta_oxide,65.42
CdS,None,2.6,,,,,1.99,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0.0
ZrO2,None,44.5,,11.8,,Sphere,200.0,48.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,meta_oxide,73.31
IronOxide,silica_based,10.0,102.2,-21.05,,Sphere,300.0,3.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,NR,toluylene red,meta_oxide,101.79
Hydroxyapatite,None,18.0,,,,,0.0,24.0,HMM,Human,Blood,Monocyte/Macrophage,Adult,Normal,,MTT,TetrazoliumSalt,other,24.4
TiO2,None,21.0,160.5,-27.8,,Sphere,150.0,3.0,AGS,Human,Stomach,Epithelial,,cancer,female,MTS,TetrazoliumSalt,meta_oxide,100.62
CdSe,None,9.0,,,,,0.0,24.0,P19,Mouse,Embryo,Epithelial,,cancer,male,MTT,TetrazoliumSalt,quantum_dots,100.0
SiO2,None,55.6,,-25.4,,Sphere,10.0,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,meta_oxide,98.63
MgO,None,39.2,,11.6,,Sphere,5.0,24.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,87.21
Ag,None,66.0,28.41,-33.33,,,0.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Alamar_Blue,AlamarBlue,other,48.33
ZnO,None,97.0,,-29.0,,Rod,50.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,49.17
Pt,Folic_acid_based,12.5,91.3,-40.5,,Sphere,25.0,24.0,IMR90,Human,Lung,Fibroblast,neonate,Normal,female,CellTiter_Glo,luciferase,other,79.43
CdSe,None,5.45,,,,,0.04,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTT,TetrazoliumSalt,quantum_dots,68.18
SLN,DDAB,134.2,,28.2,,Sphere,660.0,24.0,Y-79,Human,Retina,MulticellularClusters,Young,cancer,female,Alamar_Blue,AlamarBlue,other,61.17
Al2O3,None,,,,,Sphere,25.0,24.0,CHO_K1,Hamster,Ovary,Epithelial,Adult,Normal,female,NR,toluylene red,meta_oxide,99.31
Dendrimer,None,,,,,Sphere,110.87,72.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,other,25.21
Pt,PVP,13.5,,-8.0,,Sphere,50.0,48.0,IMR90,Human,Lung,Fibroblast,neonate,Normal,female,CellTiter_Glo,luciferase,other,95.61
Dendrimer,None,6.2,,26.5,,,0.2,24.0,J774,Mouse,Blood,Monocyte/Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,other,51.72
Ag,None,29.57,,-27.0,,Sphere,60.0,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Alamar_Blue,AlamarBlue,other,2.0
IronOxide,Folic_acid_based,20.0,344.25,-23.5,,,0.0,48.0,SKOV­3,Human,Ovary,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,meta_oxide,98.83
ZnO,None,60.0,320.0,-7.5,7.34,,80.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,10.88
SWCNT,None,9.0,,12.9,,Needle,1.0,24.0,hPDLF,Human,Teeth,Fibroblast,Adult,cancer,,MTT,TetrazoliumSalt,nanotubes,42.17
CdSe,None,9.0,,,,,0.3,48.0,ESC,Mouse,Embryo,Stem-cell,Stem,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,43.33
TiO2,None,169.4,365.0,-13.0,9.8,,0.0,24.0,V79,Hamster,Lung,Fibroblast,Adult,Normal,male,MTT,TetrazoliumSalt,meta_oxide,100.75
Ag,None,28.41,66.0,-33.33,,,0.0,72.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,NR,toluylene red,other,44.9
ZnO,None,45.3,310.0,32.7,,Sphere,0.01,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,97.37
CdSe,None,5.4,,,,,0.04,8.0,GES-1,Human,Gastic,Epithelial,neonate,Normal,,MTT,TetrazoliumSalt,quantum_dots,85.85
CdTe,None,4.5,,,,,0.3,168.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,56.9
Au,PEG_based,21.7,,-7.6,,,0.4,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,other,72.0
CuO,None,12.8,246.2,21.06,,Monoclinic,200.0,24.0,THP_1,Human,Blood,Macrophage,neonate,cancer,male,MTS,TetrazoliumSalt,meta_oxide,0.1
TiO2,simethicone then esters on top,19.0,123.0,,,,0.0,72.0,HMEC­1,Human,Skin,Endothelial,neonate,Normal,male,MTS,TetrazoliumSalt,meta_oxide,90.29
PLGA,Poloxamer,105.0,,-24.0,,,0.01,24.0,Calu-3,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,89.69
CuO,None,33.0,,,,,0.1,48.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTS,TetrazoliumSalt,meta_oxide,32.01
IronOxide,Dextran,18.0,170.0,,,Sphere,300.0,24.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,meta_oxide,115.09
MWCNT,COOH,216.44,,-5.56,,Needle,32.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,CCK_8,TetrazoliumSalt,nanotubes,72.97
PTFE-PMMA,None,851.05,,-5.25,,Irregular,10.0,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,Alamar_Blue,AlamarBlue,other,99.93
CdSe,None,4.5,,,,,5.0,48.0,Jurkat,Human,Blood,Lymphoblast,Adult,cancer,male,FACS,fluorescent,quantum_dots,98.0
MWCNT,None,46.02,,,139.84,,7.8,48.0,16HBE14,Human,Heart,Epithelial,Young,Normal,male,CellTiter_Glo,luciferase,nanotubes,77.88
EudragitRL,None,142.0,185.0,56.0,,Sphere,50.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,other,134.41
CdSe,None,4.3,,,,,0.03,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,106.0
IronOxide,OleicAcid,10.9,183.6,-28.5,,Sphere,150.0,24.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,NR,toluylene red,meta_oxide,104.31
CdSe,None,4.0,,,,,0.0,72.0,R-reticulata,Microalgae,Microorganism,Somatic,,,,Colonigenic-assay,CrystalViolet,quantum_dots,49.8
NiO,None,22.0,,,,Sphere,100.0,24.0,HEp-2,Human,Cervix,Epithelial,Adult,cancer,female,NR,toluylene red,meta_oxide,15.66
Au,Citrate_based,11.0,27.17,,,,100.0,24.0,NCIH441,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,100.22
IronOxide,PEI,145.8,,17.7,,,0.0,72.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,CellTiterBlue,AlamarBlue,meta_oxide,179.04
CdSe,CPP,9.0,,,,,0.0,24.0,hADAS,Human,Adipose-tissue,Endothelial,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,105.56
CdSeTe,HSV_TK_based,12.0,,,,,0.01,72.0,Hep3B,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,51.55
TiO2,None,193.0,,-11.2,,Sphere,5.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,101.8
CdS,None,4.0,,,,,0.1,24.0,RTG-2,Fish,Gonad,Fibroblast,,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,86.49
MWCNT,None,,,-13.0,,Needle,6.0,4.0,NR8383,Rat,Lung,Macrophage,Adult,Normal,male,Alamar_Blue,AlamarBlue,nanotubes,70.01
IronOxide,None,28.33,,-18.4,,Sphere,1.0,6.0,mDF,Mouse,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,90.46
Nanotubes,None,11.0,,,,,0.11,48.0,EJ28,Human,Bladder,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,nanotubes,70.66
TiO2,None,420.7,,-9.96,,,0.0,3.0,AGS,Human,Stomach,Epithelial,,cancer,female,MTS,TetrazoliumSalt,meta_oxide,108.06
MWCNT,None,15.5,,,233.0,,25.0,24.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Trypan_Blue,Trypan_Blue,nanotubes,94.88
CdSe,None,65.0,,,,,0.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,61.23
CdTe,GSH,3.2,,,,,0.5,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,13.0
CdSeTe,None,5.0,,,,,0.44,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,67.14
TiO2,None,30.0,1843.0,-30.8,69.0,,25.0,12.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,111.75
TiO2,None,124.9,171.0,-17.6,,,0.0,6.0,A431,Human,Skin,Epithelial,Adult,cancer,female,NR,toluylene red,meta_oxide,91.43
TiO2,None,12.6,310.0,14.68,,Tetragonal,200.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,meta_oxide,99.23
CdSe,Phe,4.7,,,,,1.12,48.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdTe,sodium_based,3.5,,,,,1.01,12.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,79.96
Au,None,57.0,,-11.08,,Sphere,6.25,72.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,98.38
Au,PEG_based,21.7,,-7.6,,Sphere,,24.0,C17_2,Mouse,Cerebellum,Neural,fetus,Normal,,MTT,TetrazoliumSalt,other,92.34
CdTe,Cystein_based,5.8,,,,,2.98,24.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,97.26
Ag,None,35.0,,,,,0.01,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,ATPLite,luciferase,other,76.43
